i,j,ux,uy,phase
57,27,-1.41044e-07,2.0553e-09,0.563853
57,28,-1.01196e-07,1.48221e-08,0.872147
57,29,-7.87347e-08,2.75422e-08,0.966883
57,30,-3.4197e-08,3.7018e-08,0.991672
57,31,2.62677e-08,3.94866e-08,0.997908
57,32,7.30741e-08,3.4133e-08,0.999471
57,33,8.38831e-08,2.44741e-08,0.999865
57,34,6.58019e-08,1.52112e-08,0.999965
57,35,4.29782e-08,8.77833e-09,0.999991
57,36,3.07513e-08,4.79318e-09,0.999998
57,37,2.82652e-08,1.83165e-09,0.999999
57,38,2.80971e-08,-9.52315e-10,1
57,39,2.58817e-08,-3.57497e-09,1
57,40,2.14449e-08,-5.7348e-09,1
57,41,1.62199e-08,-7.21998e-09,1
57,42,1.19991e-08,-8.04728e-09,1
57,43,8.32779e-09,-8.32779e-09,1
57,44,4.50864e-09,-8.08756e-09,1
57,45,1.66085e-09,-7.3832e-09,1
57,46,-3.13348e-10,-6.34546e-09,1
57,47,-2.19473e-09,-5.04097e-09,1
57,48,-3.74516e-09,-3.49744e-09,1
57,49,-4.5954e-09,-1.7866e-09,1
57,50,-4.83704e-09,-6.73774e-16,1
57,51,-4.5954e-09,1.7866e-09,1
57,52,-3.74516e-09,3.49744e-09,1
57,53,-2.19473e-09,5.04097e-09,1
57,54,-3.13348e-10,6.34545e-09,1
57,55,1.66085e-09,7.3832e-09,1
57,56,4.50864e-09,8.08756e-09,1
57,57,8.32779e-09,8.32779e-09,1
57,58,1.19991e-08,8.04728e-09,1
57,59,1.62199e-08,7.21998e-09,1
57,60,2.14449e-08,5.7348e-09,1
57,61,2.58817e-08,3.57497e-09,1
57,62,2.80971e-08,9.52314e-10,1
57,63,2.82652e-08,-1.83165e-09,0.999999
57,64,3.07513e-08,-4.79319e-09,0.999998
57,65,4.29782e-08,-8.77833e-09,0.999991
57,66,6.58019e-08,-1.52112e-08,0.999965
57,67,8.38831e-08,-2.44741e-08,0.999865
57,68,7.30741e-08,-3.4133e-08,0.999471
57,69,2.62677e-08,-3.94866e-08,0.997908
57,70,-3.4197e-08,-3.7018e-08,0.991672
57,71,-7.87347e-08,-2.75422e-08,0.966883
57,72,-1.01196e-07,-1.48221e-08,0.872147
57,73,-1.41044e-07,-2.0553e-09,0.563853
57,74,-2.58931e-07,2.9779e-09,-0.0677688
57,75,-3.60353e-07,-1.49431e-08,-0.650439
57,76,-6.10905e-07,-7.39647e-08,-0.901565
57,77,-1.14094e-06,-2.23074e-07,-0.97401
57,78,-1.51482e-06,-5.66873e-07,-0.992683
57,79,-1.99821e-06,-8.62827e-07,-0.997751
57,80,-2.82605e-06,-6.01484e-07,-0.999303
57,81,-3.91413e-06,3.42367e-07,-0.999802
57,82,-4.84511e-06,1.52829e-06,-0.999949
57,83,-5.35622e-06,2.58482e-06,-0.999988
57,84,-5.42815e-06,3.3893e-06,-0.999997
57,85,-5.13093e-06,3.92671e-06,-0.999999
57,86,-4.55769e-06,4.21907e-06,-1
57,87,-3.80326e-06,4.30556e-06,-1
57,88,-2.95148e-06,4.23229e-06,-1
57,89,-2.06882e-06,4.04372e-06,-1
57,90,-1.2037e-06,3.77705e-06,-1
57,91,-3.88899e-07,3.46028e-06,-1
57,92,3.54912e-07,3.11267e-06,-1
57,93,1.01574e-06,2.74645e-06,-1
57,94,1.58756e-06,2.36883e-06,-1
57,95,2.06821e-06,1.98378e-06,-1
57,96,2.4579e-06,1.5934e-06,-1
57,97,2.7581e-06,1.19888e-06,-1
57,98,2.9707e-06,8.01151e-07,-1
57,99,3.09745e-06,4.01165e-07,-1
58,0,3.53165e-06,-7.02667e-15,-1
58,1,3.4897e-06,-3.82795e-07,-1
58,2,3.36351e-06,-7.67358e-07,-1
58,3,3.15204e-06,-1.1556e-06,-1
58,4,2.8537e-06,-1.54967e-06,-1
58,5,2.46658e-06,-1.95188e-06,-1
58,6,1.9888e-06,-2.3645e-06,-1
58,7,1.41896e-06,-2.78917e-06,-1
58,8,7.56813e-07,-3.22601e-06,-1
58,9,4.31262e-09,-3.67216e-06,-1
58,10,-8.32808e-07,-4.11983e-06,-1
58,11,-1.74259e-06,-4.55361e-06,-1
58,12,-2.7032e-06,-4.94749e-06,-1
58,13,-3.67801e-06,-5.26187e-06,-1
58,14,-4.60984e-06,-5.44236e-06,-1
58,15,-5.41652e-06,-5.42278e-06,-0.999999
58,16,-5.99213e-06,-5.1349e-06,-0.999998
58,17,-6.21471e-06,-4.52496e-06,-0.999991
58,18,-5.96356e-06,-3.57158e-06,-0.999963
58,19,-5.16623e-06,-2.31232e-06,-0.999855
58,20,-3.967e-06,-9.64005e-07,-0.999483
58,21,-2.84467e-06,-2.36637e-08,-0.998322
58,22,-2.12596e-06,2.33031e-07,-0.994658
58,23,-1.6087e-06,1.19702e-07,-0.981731
58,24,-9.40838e-07,3.65555e-08,-0.932442
58,25,-5.13397e-07,-3.41958e-09,-0.755143
58,26,-3.36971e-07,-1.55458e-08,-0.279391
58,27,-1.79612e-07,-7.87871e-09,0.387783
58,28,-1.1661e-07,4.69493e-09,0.801103
58,29,-8.81308e-08,1.72311e-08,0.945757
58,30,-3.91257e-08,2.66638e-08,0.985894
58,31,2.92732e-08,2.94639e-08,0.996349
58,32,8.24299e-08,2.46563e-08,0.999048
58,33,9.45404e-08,1.55385e-08,0.999749
58,34,7.37845e-08,6.81291e-09,0.999933
58,35,4.76541e-08,9.15912e-10,0.999982
58,36,3.36686e-08,-2.53894e-09,0.999995
58,37,3.08299e-08,-4.97492e-09,0.999999
58,38,3.06409e-08,-7.23614e-09,1
58,39,2.81088e-08,-9.33715e-09,1
58,40,2.30377e-08,-1.09752e-08,1
58,41,1.70647e-08,-1.19378e-08,1
58,42,1.22418e-08,-1.22418e-08,1
58,43,8.04728e-09,-1.19991e-08,1
58,44,3.68123e-09,-1.12351e-08,1
58,45,4.27095e-10,-1.00065e-08,1
58,46,-1.82819e-09,-8.44438e-09,1
58,47,-3.97862e-09,-6.61544e-09,1
58,48,-5.75077e-09,-4.54718e-09,1
58,49,-6.72229e-09,-2.31147e-09,1
58,50,-6.99831e-09,-5.58873e-16,1
58,51,-6.72229e-09,2.31147e-09,1
58,52,-5.75077e-09,4.54718e-09,1
58,53,-3.97862e-09,6.61544e-09,1
58,54,-1.82819e-09,8.44438e-09,1
58,55,4.27096e-10,1.00065e-08,1
58,56,3.68123e-09,1.12351e-08,1
58,57,8.04728e-09,1.19991e-08,1
58,58,1.22418e-08,1.22418e-08,1
58,59,1.70647e-08,1.19378e-08,1
58,60,2.30377e-08,1.09752e-08,1
58,61,2.81088e-08,9.33715e-09,1
58,62,3.06409e-08,7.23614e-09,1
58,63,3.08299e-08,4.97492e-09,0.999999
58,64,3.36686e-08,2.53894e-09,0.999995
58,65,4.76541e-08,-9.15913e-10,0.999982
58,66,7.37845e-08,-6.81291e-09,0.999933
58,67,9.45404e-08,-1.55385e-08,0.999749
58,68,8.24299e-08,-2.46563e-08,0.999048
58,69,2.92732e-08,-2.94639e-08,0.996349
58,70,-3.91257e-08,-2.66638e-08,0.985894
58,71,-8.81308e-08,-1.72311e-08,0.945757
58,72,-1.1661e-07,-4.69493e-09,0.801103
58,73,-1.79612e-07,7.87871e-09,0.387783
58,74,-3.36971e-07,1.55458e-08,-0.279391
58,75,-5.13397e-07,3.41958e-09,-0.755143
58,76,-9.40838e-07,-3.65555e-08,-0.932442
58,77,-1.6087e-06,-1.19702e-07,-0.981731
58,78,-2.12596e-06,-2.33031e-07,-0.994658
58,79,-2.84467e-06,2.36637e-08,-0.998322
58,80,-3.967e-06,9.64005e-07,-0.999483
58,81,-5.16623e-06,2.31232e-06,-0.999855
58,82,-5.96356e-06,3.57158e-06,-0.999963
58,83,-6.21471e-06,4.52496e-06,-0.999991
58,84,-5.99213e-06,5.1349e-06,-0.999998
58,85,-5.41652e-06,5.42278e-06,-0.999999
58,86,-4.60984e-06,5.44236e-06,-1
58,87,-3.67801e-06,5.26187e-06,-1
58,88,-2.7032e-06,4.94749e-06,-1
58,89,-1.74259e-06,4.55361e-06,-1
58,90,-8.32808e-07,4.11983e-06,-1
58,91,4.31262e-09,3.67216e-06,-1
58,92,7.56813e-07,3.22601e-06,-1
58,93,1.41896e-06,2.78917e-06,-1
58,94,1.9888e-06,2.3645e-06,-1
58,95,2.46658e-06,1.95188e-06,-1
58,96,2.8537e-06,1.54967e-06,-1
58,97,3.15204e-06,1.1556e-06,-1
58,98,3.36351e-06,7.67358e-07,-1
58,99,3.4897e-06,3.82795e-07,-1
59,0,3.90446e-06,-6.5888e-15,-1
59,1,3.86403e-06,-3.63373e-07,-1
59,2,3.74247e-06,-7.30956e-07,-1
59,3,3.53898e-06,-1.10714e-06,-1
59,4,3.25224e-06,-1.49661e-06,-1
59,5,2.88054e-06,-1.90438e-06,-1
59,6,2.42183e-06,-2.33562e-06,-1
59,7,1.87392e-06,-2.79527e-06,-1
59,8,1.2347e-06,-3.28727e-06,-1
59,9,5.02604e-07,-3.81341e-06,-1
59,10,-3.22468e-07,-4.3714e-06,-1
59,11,-1.2375e-06,-4.95229e-06,-1
59,12,-2.23339e-06,-5.5367e-06,-1
59,13,-3.28988e-06,-6.09028e-06,-1
59,14,-4.36789e-06,-6.55889e-06,-1
59,15,-5.39919e-06,-6.86589e-06,-1
59,16,-6.27692e-06,-6.91674e-06,-0.999998
59,17,-6.85194e-06,-6.61667e-06,-0.999994
59,18,-6.95114e-06,-5.89371e-06,-0.999974
59,19,-6.42834e-06,-4.71344e-06,-0.999899
59,20,-5.30403e-06,-3.12961e-06,-0.999633
59,21,-3.98218e-06,-1.51352e-06,-0.998795
59,22,-2.98703e-06,-4.7389e-07,-0.996225
59,23,-2.27086e-06,-1.29799e-07,-0.987598
59,24,-1.44746e-06,-5.20252e-08,-0.955693
59,25,-7.70099e-07,-3.70621e-08,-0.838799
59,26,-4.60295e-07,-3.30044e-08,-0.486245
59,27,-2.33291e-07,-2.10011e-08,0.152823
59,28,-1.37055e-07,-7.83208e-09,0.683054
59,29,-9.71027e-08,5.06916e-09,0.907052
59,30,-4.33437e-08,1.47442e-08,0.974806
59,31,3.21416e-08,1.78818e-08,0.993261
59,32,9.15181e-08,1.36895e-08,0.998185
59,33,1.04784e-07,5.22973e-09,0.999505
59,34,8.12642e-08,-2.8644e-09,0.999863
59,35,5.18032e-08,-8.137e-09,0.999961
59,36,3.6047e-08,-1.09758e-08,0.999989
59,37,3.28521e-08,-1.28049e-08,0.999997
59,38,3.26418e-08,-1.44643e-08,0.999999
59,39,2.97914e-08,-1.59647e-08,1
59,40,2.40849e-08,-1.70017e-08,1
59,41,1.73627e-08,-1.73627e-08,1
59,42,1.19378e-08,-1.70647e-08,1
59,43,7.21998e-09,-1.62199e-08,1
59,44,2.30615e-09,-1.48535e-08,1
59,45,-1.35439e-09,-1.3022e-08,1
59,46,-3.89062e-09,-1.08571e-08,1
59,47,-6.31039e-09,-8.42523e-09,1
59,48,-8.30447e-09,-5.75377e-09,1
59,49,-9.39727e-09,-2.91476e-09,1
59,50,-9.70766e-09,2.15018e-16,1
59,51,-9.39728e-09,2.91477e-09,1
59,52,-8.30447e-09,5.75377e-09,1
59,53,-6.31039e-09,8.42523e-09,1
59,54,-3.89062e-09,1.08571e-08,1
59,55,-1.35439e-09,1.3022e-08,1
59,56,2.30615e-09,1.48535e-08,1
59,57,7.21998e-09,1.62199e-08,1
59,58,1.19378e-08,1.70647e-08,1
59,59,1.73627e-08,1.73627e-08,1
59,60,2.40849e-08,1.70017e-08,1
59,61,2.97914e-08,1.59647e-08,1
59,62,3.26418e-08,1.44643e-08,0.999999
59,63,3.28521e-08,1.28049e-08,0.999997
59,64,3.6047e-08,1.09758e-08,0.999989
59,65,5.18032e-08,8.137e-09,0.999961
59,66,8.12642e-08,2.8644e-09,0.999863
59,67,1.04784e-07,-5.22973e-09,0.999505
59,68,9.15181e-08,-1.36895e-08,0.998185
59,69,3.21416e-08,-1.78818e-08,0.993261
59,70,-4.33437e-08,-1.47442e-08,0.974806
59,71,-9.71027e-08,-5.06916e-09,0.907052
59,72,-1.37055e-07,7.83208e-09,0.683054
59,73,-2.33291e-07,2.10011e-08,0.152823
59,74,-4.60295e-07,3.30044e-08,-0.486245
59,75,-7.70099e-07,3.70621e-08,-0.838799
59,76,-1.44746e-06,5.20252e-08,-0.955693
59,77,-2.27086e-06,1.29799e-07,-0.987598
59,78,-2.98703e-06,4.7389e-07,-0.996225
59,79,-3.98218e-06,1.51352e-06,-0.998795
59,80,-5.30403e-06,3.12961e-06,-0.999633
59,81,-6.42834e-06,4.71344e-06,-0.999899
59,82,-6.95114e-06,5.89371e-06,-0.999974
59,83,-6.85194e-06,6.61667e-06,-0.999994
59,84,-6.27692e-06,6.91674e-06,-0.999998
59,85,-5.39919e-06,6.86589e-06,-1
59,86,-4.36789e-06,6.55889e-06,-1
59,87,-3.28988e-06,6.09028e-06,-1
59,88,-2.23339e-06,5.5367e-06,-1
59,89,-1.2375e-06,4.95229e-06,-1
59,90,-3.22468e-07,4.3714e-06,-1
59,91,5.02604e-07,3.81341e-06,-1
59,92,1.2347e-06,3.28727e-06,-1
59,93,1.87392e-06,2.79527e-06,-1
59,94,2.42183e-06,2.33562e-06,-1
59,95,2.88054e-06,1.90438e-06,-1
59,96,3.25224e-06,1.49661e-06,-1
59,97,3.53898e-06,1.10714e-06,-1
59,98,3.74247e-06,7.30956e-07,-1
59,99,3.86403e-06,3.63373e-07,-1
60,0,4.25714e-06,-6.01193e-15,-1
60,1,4.21931e-06,-3.43148e-07,-1
60,2,4.10564e-06,-6.92384e-07,-1
60,3,3.91558e-06,-1.05399e-06,-1
60,4,3.6482e-06,-1.43458e-06,-1
60,5,3.30213e-06,-1.8412e-06,-1
60,6,2.87546e-06,-2.28125e-06,-1
60,7,2.36568e-06,-2.76226e-06,-1
60,8,1.76957e-06,-3.29143e-06,-1
60,9,1.08314e-06,-3.87474e-06,-1
60,10,3.01804e-07,-4.51558e-06,-1
60,11,-5.78902e-07,-5.21256e-06,-1
60,12,-1.56164e-06,-5.95612e-06,-1
60,13,-2.64352e-06,-6.72352e-06,-1
60,14,-3.80893e-06,-7.47196e-06,-1
60,15,-5.01683e-06,-8.13016e-06,-1
60,16,-6.1813e-06,-8.59146e-06,-0.999999
60,17,-7.15078e-06,-8.71465e-06,-0.999996
60,18,-7.70584e-06,-8.34433e-06,-0.999983
60,19,-7.60651e-06,-7.35274e-06,-0.999933
60,20,-6.73616e-06,-5.70357e-06,-0.999751
60,21,-5.36889e-06,-3.63436e-06,-0.999169
60,22,-4.12903e-06,-1.81308e-06,-0.997417
60,23,-3.18688e-06,-7.73087e-07,-0.991831
60,24,-2.20039e-06,-3.26162e-07,-0.972069
60,25,-1.2109e-06,-1.46223e-07,-0.899782
60,26,-6.66373e-07,-8.25777e-08,-0.663358
60,27,-3.13472e-07,-4.83148e-08,-0.125064
60,28,-1.67839e-07,-2.65931e-08,0.495172
60,29,-1.07686e-07,-1.12432e-08,0.835382
60,30,-4.64403e-08,-5.09776e-10,0.952861
60,31,3.51407e-08,3.32497e-09,0.986908
60,32,1.00282e-07,-1.10202e-10,0.996352
60,33,1.14587e-07,-7.69949e-09,0.998969
60,34,8.81589e-08,-1.49572e-08,0.999704
60,35,5.53174e-08,-1.94278e-08,0.999913
60,36,3.77781e-08,-2.14814e-08,0.999974
60,37,3.42201e-08,-2.25404e-08,0.999992
60,38,3.39868e-08,-2.34412e-08,0.999997
60,39,3.08164e-08,-2.41883e-08,0.999999
60,40,2.44741e-08,-2.44741e-08,1
60,41,1.70017e-08,-2.40849e-08,1
60,42,1.09752e-08,-2.30377e-08,1
60,43,5.7348e-09,-2.14449e-08,1
60,44,2.72676e-10,-1.9331e-08,1
60,45,-3.79399e-09,-1.67523e-08,1
60,46,-6.61066e-09,-1.38408e-08,1
60,47,-9.29984e-09,-1.06629e-08,1
60,48,-1.15159e-08,-7.24542e-09,1
60,49,-1.27299e-08,-3.66051e-09,1
60,50,-1.30746e-08,-4.73872e-16,1
60,51,-1.27299e-08,3.66051e-09,1
60,52,-1.15159e-08,7.24542e-09,1
60,53,-9.29984e-09,1.06629e-08,1
60,54,-6.61066e-09,1.38408e-08,1
60,55,-3.79399e-09,1.67523e-08,1
60,56,2.72677e-10,1.9331e-08,1
60,57,5.7348e-09,2.14449e-08,1
60,58,1.09752e-08,2.30377e-08,1
60,59,1.70017e-08,2.40849e-08,1
60,60,2.44741e-08,2.44741e-08,1
60,61,3.08164e-08,2.41883e-08,0.999999
60,62,3.39868e-08,2.34412e-08,0.999997
60,63,3.42201e-08,2.25404e-08,0.999992
60,64,3.77781e-08,2.14814e-08,0.999974
60,65,5.53174e-08,1.94278e-08,0.999913
60,66,8.81589e-08,1.49572e-08,0.999704
60,67,1.14587e-07,7.69949e-09,0.998969
60,68,1.00282e-07,1.10201e-10,0.996352
60,69,3.51407e-08,-3.32497e-09,0.986908
60,70,-4.64403e-08,5.09776e-10,0.952861
60,71,-1.07686e-07,1.12432e-08,0.835382
60,72,-1.67839e-07,2.65931e-08,0.495172
60,73,-3.13472e-07,4.83148e-08,-0.125064
60,74,-6.66373e-07,8.25777e-08,-0.663358
60,75,-1.2109e-06,1.46223e-07,-0.899782
60,76,-2.20039e-06,3.26162e-07,-0.972069
60,77,-3.18688e-06,7.73087e-07,-0.991831
60,78,-4.12903e-06,1.81308e-06,-0.997417
60,79,-5.36889e-06,3.63436e-06,-0.999169
60,80,-6.73616e-06,5.70357e-06,-0.999751
60,81,-7.60651e-06,7.35274e-06,-0.999933
60,82,-7.70584e-06,8.34433e-06,-0.999983
60,83,-7.15078e-06,8.71465e-06,-0.999996
60,84,-6.1813e-06,8.59146e-06,-0.999999
60,85,-5.01683e-06,8.13016e-06,-1
60,86,-3.80893e-06,7.47196e-06,-1
60,87,-2.64352e-06,6.72352e-06,-1
60,88,-1.56164e-06,5.95612e-06,-1
60,89,-5.78902e-07,5.21256e-06,-1
60,90,3.01804e-07,4.51558e-06,-1
60,91,1.08314e-06,3.87474e-06,-1
60,92,1.76957e-06,3.29143e-06,-1
60,93,2.36568e-06,2.76226e-06,-1
60,94,2.87546e-06,2.28125e-06,-1
60,95,3.30213e-06,1.8412e-06,-1
60,96,3.6482e-06,1.43458e-06,-1
60,97,3.91558e-06,1.05399e-06,-1
60,98,4.10564e-06,6.92384e-07,-1
60,99,4.21931e-06,3.43148e-07,-1
61,0,4.58905e-06,-5.50457e-15,-1
61,1,4.55461e-06,-3.22282e-07,-1
61,2,4.45121e-06,-6.51953e-07,-1
61,3,4.27858e-06,-9.96588e-07,-1
61,4,4.03619e-06,-1.36411e-06,-1
61,5,3.72313e-06,-1.76293e-06,-1
61,6,3.33789e-06,-2.20192e-06,-1
61,7,2.87812e-06,-2.69044e-06,-1
61,8,2.34025e-06,-3.23803e-06,-1
61,9,1.71912e-06,-3.85402e-06,-1
61,10,1.00754e-06,-4.54667e-06,-1
61,11,1.96088e-07,-5.32178e-06,-1
61,12,-7.26512e-07,-6.18027e-06,-1
61,13,-1.7718e-06,-7.11411e-06,-1
61,14,-2.94708e-06,-8.09955e-06,-1
61,15,-4.24559e-06,-9.08597e-06,-1
61,16,-5.62681e-06,-9.97887e-06,-0.999999
61,17,-6.98403e-06,-1.06179e-05,-0.999997
61,18,-8.10339e-06,-1.07629e-05,-0.999989
61,19,-8.64965e-06,-1.01214e-05,-0.999957
61,20,-8.27704e-06,-8.47104e-06,-0.999839
61,21,-7.01872e-06,-5.96179e-06,-0.999452
61,22,-5.57014e-06,-3.39288e-06,-0.998292
61,23,-4.40499e-06,-1.63575e-06,-0.994762
61,24,-3.2671e-06,-7.54368e-07,-0.982953
61,25,-1.9483e-06,-3.44079e-07,-0.940714
61,26,-1.02654e-06,-1.73208e-07,-0.796282
61,27,-4.47914e-07,-8.91133e-08,-0.404174
61,28,-2.17779e-07,-4.74102e-08,0.223454
61,29,-1.23785e-07,-2.67164e-08,0.704756
61,30,-4.87459e-08,-1.42273e-08,0.908493
61,31,3.91088e-08,-9.30374e-09,0.973382
61,32,1.08901e-07,-1.20093e-08,0.992306
61,33,1.24016e-07,-1.88286e-08,0.997748
61,34,9.45301e-08,-2.52994e-08,0.999328
61,35,5.8201e-08,-2.90427e-08,0.999795
61,36,3.88524e-08,-3.04115e-08,0.999936
61,37,3.49232e-08,-3.08071e-08,0.999979
61,38,3.46607e-08,-3.10597e-08,0.999993
61,39,3.11672e-08,-3.11672e-08,0.999998
61,40,2.41883e-08,-3.08164e-08,0.999999
61,41,1.59647e-08,-2.97914e-08,1
61,42,9.33715e-09,-2.81088e-08,1
61,43,3.57497e-09,-2.58817e-08,1
61,44,-2.43587e-09,-2.31337e-08,1
61,45,-6.90819e-09,-1.99207e-08,1
61,46,-1.00046e-08,-1.63754e-08,1
61,47,-1.29632e-08,-1.25638e-08,1
61,48,-1.54012e-08,-8.51265e-09,1
61,49,-1.67363e-08,-4.29407e-09,1
61,50,-1.71151e-08,-1.85595e-15,1
61,51,-1.67363e-08,4.29407e-09,1
61,52,-1.54012e-08,8.51265e-09,1
61,53,-1.29632e-08,1.25638e-08,1
61,54,-1.00046e-08,1.63754e-08,1
61,55,-6.90819e-09,1.99207e-08,1
61,56,-2.43587e-09,2.31337e-08,1
61,57,3.57497e-09,2.58817e-08,1
61,58,9.33715e-09,2.81088e-08,1
61,59,1.59647e-08,2.97914e-08,1
61,60,2.41883e-08,3.08164e-08,0.999999
61,61,3.11672e-08,3.11672e-08,0.999998
61,62,3.46607e-08,3.10597e-08,0.999993
61,63,3.49232e-08,3.08071e-08,0.999979
61,64,3.88524e-08,3.04115e-08,0.999936
61,65,5.8201e-08,2.90427e-08,0.999795
61,66,9.45301e-08,2.52994e-08,0.999328
61,67,1.24016e-07,1.88286e-08,0.997748
61,68,1.08901e-07,1.20093e-08,0.992306
61,69,3.91088e-08,9.30374e-09,0.973382
61,70,-4.87459e-08,1.42273e-08,0.908493
61,71,-1.23785e-07,2.67164e-08,0.704756
61,72,-2.17779e-07,4.74102e-08,0.223454
61,73,-4.47914e-07,8.91133e-08,-0.404174
61,74,-1.02654e-06,1.73208e-07,-0.796282
61,75,-1.9483e-06,3.44079e-07,-0.940714
61,76,-3.2671e-06,7.54368e-07,-0.982953
61,77,-4.40499e-06,1.63575e-06,-0.994762
61,78,-5.57014e-06,3.39288e-06,-0.998292
61,79,-7.01872e-06,5.96179e-06,-0.999452
61,80,-8.27704e-06,8.47104e-06,-0.999839
61,81,-8.64965e-06,1.01214e-05,-0.999957
61,82,-8.10339e-06,1.07629e-05,-0.999989
61,83,-6.98403e-06,1.06179e-05,-0.999997
61,84,-5.62681e-06,9.97887e-06,-0.999999
61,85,-4.24559e-06,9.08597e-06,-1
61,86,-2.94708e-06,8.09955e-06,-1
61,87,-1.7718e-06,7.11411e-06,-1
61,88,-7.26512e-07,6.18027e-06,-1
61,89,1.96088e-07,5.32178e-06,-1
61,90,1.00754e-06,4.54667e-06,-1
61,91,1.71912e-06,3.85402e-06,-1
61,92,2.34025e-06,3.23803e-06,-1
61,93,2.87812e-06,2.69044e-06,-1
61,94,3.33789e-06,2.20192e-06,-1
61,95,3.72313e-06,1.76293e-06,-1
61,96,4.03619e-06,1.36411e-06,-1
61,97,4.27858e-06,9.96588e-07,-1
61,98,4.45121e-06,6.51953e-07,-1
61,99,4.55461e-06,3.22282e-07,-1
62,0,4.89967e-06,-4.9972e-15,-1
62,1,4.86914e-06,-3.00838e-07,-1
62,2,4.77753e-06,-6.09817e-07,-1
62,3,4.62486e-06,-9.3525e-07,-1
62,4,4.411e-06,-1.28578e-06,-1
62,5,4.13557e-06,-1.67052e-06,-1
62,6,3.79761e-06,-2.09916e-06,-1
62,7,3.3953e-06,-2.58201e-06,-1
62,8,2.9254e-06,-3.13005e-06,-1
62,9,2.38269e-06,-3.75475e-06,-1
62,10,1.75922e-06,-4.46785e-06,-1
62,11,1.04346e-06,-5.28076e-06,-1
62,12,2.19537e-07,-6.20328e-06,-1
62,13,-7.33091e-07,-7.24118e-06,-1
62,14,-1.83883e-06,-8.39114e-06,-1
62,15,-3.12216e-06,-9.63098e-06,-1
62,16,-4.5968e-06,-1.0901e-05,-1
62,17,-6.23998e-06,-1.20706e-05,-0.999998
62,18,-7.93454e-06,-1.28856e-05,-0.999993
62,19,-9.37429e-06,-1.29137e-05,-0.999974
62,20,-1.00035e-05,-1.15836e-05,-0.999901
62,21,-9.31628e-06,-8.618e-06,-0.999656
62,22,-7.71756e-06,-4.93478e-06,-0.998912
62,23,-6.18698e-06,-2.23431e-06,-0.996726
62,24,-4.80669e-06,-1.00084e-06,-0.989855
62,25,-3.15629e-06,-5.02435e-07,-0.9663
62,26,-1.68415e-06,-2.70233e-07,-0.884863
62,27,-6.97878e-07,-1.35512e-07,-0.636988
62,28,-3.05038e-07,-6.70761e-08,-0.110208
62,29,-1.51732e-07,-3.73353e-08,0.481648
62,30,-5.19439e-08,-2.27021e-08,0.818719
62,31,4.52807e-08,-1.66258e-08,0.94382
62,32,1.18336e-07,-1.85184e-08,0.98306
62,33,1.33415e-07,-2.48094e-08,0.994856
62,34,1.007e-07,-3.07524e-08,0.998408
62,35,6.07372e-08,-3.39976e-08,0.999496
62,36,3.95046e-08,-3.49483e-08,0.999836
62,37,3.51865e-08,-3.49767e-08,0.999945
62,38,3.48846e-08,-3.48846e-08,0.999981
62,39,3.10597e-08,-3.46607e-08,0.999993
62,40,2.34412e-08,-3.39868e-08,0.999997
62,41,1.44643e-08,-3.26418e-08,0.999999
62,42,7.23614e-09,-3.06409e-08,1
62,43,9.52315e-10,-2.80971e-08,1
62,44,-5.60811e-09,-2.50325e-08,1
62,45,-1.04859e-08,-2.15028e-08,1
62,46,-1.38617e-08,-1.76412e-08,1
62,47,-1.70898e-08,-1.35134e-08,1
62,48,-1.975e-08,-9.14572e-09,1
62,49,-2.1206e-08,-4.61057e-09,1
62,50,-2.1619e-08,-9.10146e-16,1
62,51,-2.1206e-08,4.61057e-09,1
62,52,-1.975e-08,9.14572e-09,1
62,53,-1.70898e-08,1.35134e-08,1
62,54,-1.38617e-08,1.76412e-08,1
62,55,-1.04859e-08,2.15028e-08,1
62,56,-5.60811e-09,2.50325e-08,1
62,57,9.52316e-10,2.80971e-08,1
62,58,7.23614e-09,3.06409e-08,1
62,59,1.44643e-08,3.26418e-08,0.999999
62,60,2.34412e-08,3.39868e-08,0.999997
62,61,3.10597e-08,3.46607e-08,0.999993
62,62,3.48846e-08,3.48846e-08,0.999981
62,63,3.51865e-08,3.49767e-08,0.999945
62,64,3.95046e-08,3.49483e-08,0.999836
62,65,6.07373e-08,3.39976e-08,0.999496
62,66,1.007e-07,3.07524e-08,0.998408
62,67,1.33415e-07,2.48094e-08,0.994856
62,68,1.18336e-07,1.85184e-08,0.98306
62,69,4.52807e-08,1.66258e-08,0.94382
62,70,-5.19439e-08,2.27021e-08,0.818719
62,71,-1.51732e-07,3.73353e-08,0.481648
62,72,-3.05038e-07,6.70761e-08,-0.110208
62,73,-6.97878e-07,1.35512e-07,-0.636988
62,74,-1.68415e-06,2.70233e-07,-0.884863
62,75,-3.15629e-06,5.02435e-07,-0.9663
62,76,-4.80669e-06,1.00084e-06,-0.989855
62,77,-6.18698e-06,2.23431e-06,-0.996726
62,78,-7.71756e-06,4.93478e-06,-0.998912
62,79,-9.31628e-06,8.618e-06,-0.999656
62,80,-1.00035e-05,1.15836e-05,-0.999901
62,81,-9.37429e-06,1.29137e-05,-0.999974
62,82,-7.93454e-06,1.28856e-05,-0.999993
62,83,-6.23998e-06,1.20706e-05,-0.999998
62,84,-4.5968e-06,1.0901e-05,-1
62,85,-3.12216e-06,9.63098e-06,-1
