i,j,ux,uy,phase
18,80,1.24801e-05,-9.35701e-06,-1
18,81,1.13907e-05,-9.88768e-06,-1
18,82,1.00517e-05,-1.00517e-05,-1
18,83,8.56546e-06,-9.90376e-06,-1
18,84,7.021e-06,-9.50886e-06,-1
18,85,5.48989e-06,-8.93342e-06,-1
18,86,4.02523e-06,-8.2391e-06,-1
18,87,2.66273e-06,-7.47875e-06,-1
18,88,1.4232e-06,-6.69458e-06,-1
18,89,3.15791e-07,-5.91799e-06,-1
18,90,-6.58719e-07,-5.1705e-06,-1
18,91,-1.50501e-06,-4.46527e-06,-1
18,92,-2.23085e-06,-3.80892e-06,-1
18,93,-2.84529e-06,-3.20309e-06,-1
18,94,-3.35751e-06,-2.6459e-06,-1
18,95,-3.77603e-06,-2.13305e-06,-1
18,96,-4.10826e-06,-1.65866e-06,-1
18,97,-4.36035e-06,-1.21583e-06,-1
18,98,-4.53705e-06,-7.97044e-07,-1
18,99,-4.64172e-06,-3.94454e-07,-1
19,0,-5.05507e-06,-7.23517e-15,-1
19,1,-5.0246e-06,3.63605e-07,-1
19,2,-4.9325e-06,7.35773e-07,-1
19,3,-4.77672e-06,1.12508e-06,-1
19,4,-4.55373e-06,1.54009e-06,-1
19,5,-4.2585e-06,1.98934e-06,-1
19,6,-3.88438e-06,2.4812e-06,-1
19,7,-3.423e-06,3.02361e-06,-1
19,8,-2.8643e-06,3.62371e-06,-1
19,9,-2.19665e-06,4.28715e-06,-1
19,10,-1.40725e-06,5.01706e-06,-1
19,11,-4.83003e-07,5.81268e-06,-1
19,12,5.88027e-07,6.66747e-06,-1
19,13,1.8144e-06,7.56685e-06,-1
19,14,3.19816e-06,8.48579e-06,-1
19,15,4.73088e-06,9.3865e-06,-1
19,16,6.38914e-06,1.0217e-05,-1
19,17,8.13007e-06,1.0911e-05,-1
19,18,9.88768e-06,1.13907e-05,-1
19,19,1.15712e-05,1.15712e-05,-1
19,20,1.30667e-05,1.13703e-05,-1
19,21,1.4242e-05,1.07191e-05,-1
19,22,1.49572e-05,9.57683e-06,-1
19,23,1.50789e-05,7.9453e-06,-1
19,24,1.44978e-05,5.88236e-06,-1
19,25,1.31489e-05,3.51075e-06,-1
19,26,1.10289e-05,1.01884e-06,-1
19,27,8.20739e-06,-1.35023e-06,-1
19,28,4.82616e-06,-3.32316e-06,-1
19,29,1.08252e-06,-4.63352e-06,-1
19,30,-2.80046e-06,-5.06493e-06,-1
19,31,-6.60683e-06,-4.49123e-06,-1
19,32,-1.01412e-05,-2.90626e-06,-0.999999
19,33,-1.32079e-05,-4.49832e-07,-0.999999
19,34,-1.55547e-05,2.5609e-06,-0.999997
19,35,-1.68514e-05,5.61064e-06,-0.999995
19,36,-1.67947e-05,8.04276e-06,-0.999991
19,37,-1.53461e-05,9.31649e-06,-0.999984
19,38,-1.29137e-05,9.37429e-06,-0.999974
19,39,-1.01214e-05,8.64965e-06,-0.999957
19,40,-7.35274e-06,7.60651e-06,-0.999933
19,41,-4.71344e-06,6.42834e-06,-0.999899
19,42,-2.31232e-06,5.16623e-06,-0.999855
19,43,-3.42367e-07,3.91413e-06,-0.999802
19,44,1.05858e-06,2.79095e-06,-0.999741
19,45,1.90714e-06,1.92162e-06,-0.999675
19,46,2.41947e-06,1.35219e-06,-0.99961
19,47,2.84458e-06,9.61535e-07,-0.999551
19,48,3.19876e-06,6.11969e-07,-0.999503
19,49,3.39234e-06,2.8645e-07,-0.999472
19,50,3.44289e-06,-6.44779e-15,-0.999462
19,51,3.39234e-06,-2.8645e-07,-0.999472
19,52,3.19876e-06,-6.11969e-07,-0.999503
19,53,2.84458e-06,-9.61535e-07,-0.999551
19,54,2.41947e-06,-1.35219e-06,-0.99961
19,55,1.90714e-06,-1.92162e-06,-0.999675
19,56,1.05858e-06,-2.79095e-06,-0.999741
19,57,-3.42367e-07,-3.91413e-06,-0.999802
19,58,-2.31232e-06,-5.16623e-06,-0.999855
19,59,-4.71344e-06,-6.42834e-06,-0.999899
19,60,-7.35274e-06,-7.60651e-06,-0.999933
19,61,-1.01214e-05,-8.64965e-06,-0.999957
19,62,-1.29137e-05,-9.37429e-06,-0.999974
19,63,-1.53461e-05,-9.31649e-06,-0.999984
19,64,-1.67947e-05,-8.04276e-06,-0.999991
19,65,-1.68514e-05,-5.61064e-06,-0.999995
19,66,-1.55547e-05,-2.5609e-06,-0.999997
19,67,-1.32079e-05,4.49832e-07,-0.999999
19,68,-1.01412e-05,2.90626e-06,-0.999999
19,69,-6.60683e-06,4.49123e-06,-1
19,70,-2.80046e-06,5.06493e-06,-1
19,71,1.08252e-06,4.63352e-06,-1
19,72,4.82616e-06,3.32316e-06,-1
19,73,8.20739e-06,1.35023e-06,-1
19,74,1.10289e-05,-1.01884e-06,-1
19,75,1.31489e-05,-3.51075e-06,-1
19,76,1.44978e-05,-5.88236e-06,-1
19,77,1.50789e-05,-7.9453e-06,-1
19,78,1.49572e-05,-9.57683e-06,-1
19,79,1.4242e-05,-1.07191e-05,-1
19,80,1.30667e-05,-1.13703e-05,-1
19,81,1.15712e-05,-1.15712e-05,-1
19,82,9.88768e-06,-1.13907e-05,-1
19,83,8.13007e-06,-1.0911e-05,-1
19,84,6.38914e-06,-1.0217e-05,-1
19,85,4.73088e-06,-9.3865e-06,-1
19,86,3.19816e-06,-8.48579e-06,-1
19,87,1.8144e-06,-7.56685e-06,-1
19,88,5.88027e-07,-6.66747e-06,-1
19,89,-4.83003e-07,-5.81268e-06,-1
19,90,-1.40725e-06,-5.01706e-06,-1
19,91,-2.19665e-06,-4.28715e-06,-1
19,92,-2.8643e-06,-3.62371e-06,-1
19,93,-3.423e-06,-3.02361e-06,-1
19,94,-3.88438e-06,-2.4812e-06,-1
19,95,-4.2585e-06,-1.98934e-06,-1
19,96,-4.55373e-06,-1.54009e-06,-1
19,97,-4.77672e-06,-1.12508e-06,-1
19,98,-4.9325e-06,-7.35773e-07,-1
19,99,-5.0246e-06,-3.63605e-07,-1
20,0,-5.39997e-06,-6.95717e-15,-1
20,1,-5.37381e-06,3.27289e-07,-1
20,2,-5.29468e-06,6.63194e-07,-1
20,3,-5.16058e-06,1.01642e-06,-1
20,4,-4.9681e-06,1.39582e-06,-1
20,5,-4.71228e-06,1.8105e-06,-1
20,6,-4.38643e-06,2.26976e-06,-1
20,7,-3.98196e-06,2.78307e-06,-1
20,8,-3.48811e-06,3.35985e-06,-1
20,9,-2.89187e-06,4.00903e-06,-1
20,10,-2.17796e-06,4.7383e-06,-1
20,11,-1.3292e-06,5.55291e-06,-1
20,12,-3.27404e-07,6.45382e-06,-1
20,13,8.44839e-07,7.43528e-06,-1
20,14,2.20135e-06,8.48172e-06,-1
20,15,3.7482e-06,9.56429e-06,-1
20,16,5.47835e-06,1.06376e-05,-1
20,17,7.36535e-06,1.16373e-05,-1
20,18,9.35701e-06,1.24801e-05,-1
20,19,1.13703e-05,1.30667e-05,-1
20,20,1.32887e-05,1.32887e-05,-1
20,21,1.49641e-05,1.30408e-05,-1
20,22,1.62238e-05,1.22367e-05,-1
20,23,1.68842e-05,1.08287e-05,-1
20,24,1.67702e-05,8.82809e-06,-1
20,25,1.574e-05,6.32446e-06,-1
20,26,1.37125e-05,3.49852e-06,-1
20,27,1.06923e-05,6.23927e-07,-1
20,28,6.78608e-06,-1.94786e-06,-1
20,29,2.20185e-06,-3.82384e-06,-1
20,30,-2.77219e-06,-4.62542e-06,-0.999999
20,31,-7.79793e-06,-4.06047e-06,-0.999999
20,32,-1.25037e-05,-2.00981e-06,-0.999998
20,33,-1.64496e-05,1.35885e-06,-0.999995
20,34,-1.90726e-05,5.45758e-06,-0.999991
20,35,-1.97712e-05,9.215e-06,-0.999982
20,36,-1.82649e-05,1.13856e-05,-0.999967
20,37,-1.51186e-05,1.14194e-05,-0.999942
20,38,-1.15836e-05,1.00035e-05,-0.999901
20,39,-8.47104e-06,8.27704e-06,-0.999839
20,40,-5.70357e-06,6.73616e-06,-0.999751
20,41,-3.12961e-06,5.30403e-06,-0.999633
20,42,-9.64005e-07,3.967e-06,-0.999483
20,43,6.01484e-07,2.82605e-06,-0.999303
20,44,1.53097e-06,1.91218e-06,-0.9991
20,45,1.874e-06,1.26935e-06,-0.998885
20,46,1.98609e-06,8.95126e-07,-0.998673
20,47,2.18812e-06,6.45038e-07,-0.99848
20,48,2.39276e-06,4.05622e-07,-0.998326
20,49,2.46259e-06,1.84813e-07,-0.998225
20,50,2.46199e-06,-7.02299e-16,-0.998191
20,51,2.46259e-06,-1.84813e-07,-0.998225
20,52,2.39276e-06,-4.05622e-07,-0.998326
20,53,2.18812e-06,-6.45038e-07,-0.99848
20,54,1.98609e-06,-8.95126e-07,-0.998673
20,55,1.874e-06,-1.26935e-06,-0.998885
20,56,1.53097e-06,-1.91218e-06,-0.9991
20,57,6.01484e-07,-2.82605e-06,-0.999303
20,58,-9.64005e-07,-3.967e-06,-0.999483
20,59,-3.12961e-06,-5.30403e-06,-0.999633
20,60,-5.70357e-06,-6.73616e-06,-0.999751
20,61,-8.47104e-06,-8.27704e-06,-0.999839
20,62,-1.15836e-05,-1.00035e-05,-0.999901
20,63,-1.51186e-05,-1.14194e-05,-0.999942
20,64,-1.82649e-05,-1.13856e-05,-0.999967
20,65,-1.97712e-05,-9.215e-06,-0.999982
20,66,-1.90726e-05,-5.45758e-06,-0.999991
20,67,-1.64496e-05,-1.35885e-06,-0.999995
20,68,-1.25037e-05,2.00981e-06,-0.999998
20,69,-7.79793e-06,4.06047e-06,-0.999999
20,70,-2.77219e-06,4.62542e-06,-0.999999
20,71,2.20185e-06,3.82384e-06,-1
20,72,6.78608e-06,1.94786e-06,-1
20,73,1.06923e-05,-6.23927e-07,-1
20,74,1.37125e-05,-3.49852e-06,-1
20,75,1.574e-05,-6.32446e-06,-1
20,76,1.67702e-05,-8.82809e-06,-1
20,77,1.68842e-05,-1.08287e-05,-1
20,78,1.62238e-05,-1.22367e-05,-1
20,79,1.49641e-05,-1.30408e-05,-1
20,80,1.32887e-05,-1.32887e-05,-1
20,81,1.13703e-05,-1.30667e-05,-1
20,82,9.35701e-06,-1.24801e-05,-1
20,83,7.36535e-06,-1.16373e-05,-1
20,84,5.47835e-06,-1.06376e-05,-1
20,85,3.7482e-06,-9.56429e-06,-1
20,86,2.20135e-06,-8.48172e-06,-1
20,87,8.44839e-07,-7.43528e-06,-1
20,88,-3.27404e-07,-6.45382e-06,-1
20,89,-1.3292e-06,-5.55291e-06,-1
20,90,-2.17796e-06,-4.7383e-06,-1
20,91,-2.89187e-06,-4.00903e-06,-1
20,92,-3.48811e-06,-3.35985e-06,-1
20,93,-3.98196e-06,-2.78307e-06,-1
20,94,-4.38643e-06,-2.26976e-06,-1
20,95,-4.71228e-06,-1.8105e-06,-1
20,96,-4.9681e-06,-1.39582e-06,-1
20,97,-5.16058e-06,-1.01642e-06,-1
20,98,-5.29468e-06,-6.63194e-07,-1
20,99,-5.37381e-06,-3.27289e-07,-1
21,0,-5.70635e-06,-6.79036e-15,-1
21,1,-5.68444e-06,2.86849e-07,-1
21,2,-5.61811e-06,5.82025e-07,-1
21,3,-5.50554e-06,8.94001e-07,-1
21,4,-5.3436e-06,1.23153e-06,-1
21,5,-5.12769e-06,1.60379e-06,-1
21,6,-4.85155e-06,2.0205e-06,-1
21,7,-4.50693e-06,2.49199e-06,-1
21,8,-4.08328e-06,3.02921e-06,-1
21,9,-3.56734e-06,3.6436e-06,-1
21,10,-2.9428e-06,4.34665e-06,-1
21,11,-2.1901e-06,5.14907e-06,-1
21,12,-1.28667e-06,6.05934e-06,-1
21,13,-2.07843e-07,7.08142e-06,-1
21,14,1.07106e-06,8.21148e-06,-1
21,15,2.57108e-06,9.43362e-06,-1
21,16,4.30413e-06,1.0715e-05,-1
21,17,6.26554e-06,1.2001e-05,-1
21,18,8.42531e-06,1.32119e-05,-1
21,19,1.07191e-05,1.4242e-05,-1
21,20,1.30408e-05,1.49641e-05,-1
21,21,1.52387e-05,1.52387e-05,-1
21,22,1.71177e-05,1.49311e-05,-1
21,23,1.84488e-05,1.39332e-05,-1
21,24,1.89867e-05,1.21911e-05,-1
21,25,1.84967e-05,9.73409e-06,-1
21,26,1.67883e-05,6.70273e-06,-1
21,27,1.37539e-05,3.3696e-06,-1
21,28,9.40457e-06,1.45674e-07,-1
21,29,3.89616e-06,-2.43727e-06,-0.999999
21,30,-2.46259e-06,-3.77702e-06,-0.999998
21,31,-9.20542e-06,-3.29731e-06,-0.999996
21,32,-1.56699e-05,-6.3397e-07,-0.999992
21,33,-2.08774e-05,4.03891e-06,-0.999984
21,34,-2.35276e-05,9.56237e-06,-0.999967
21,35,-2.2489e-05,1.37061e-05,-0.999937
21,36,-1.80607e-05,1.45107e-05,-0.999883
21,37,-1.26524e-05,1.23118e-05,-0.999794
21,38,-8.618e-06,9.31628e-06,-0.999656
21,39,-5.96179e-06,7.01872e-06,-0.999452
21,40,-3.63436e-06,5.36889e-06,-0.999169
21,41,-1.51352e-06,3.98218e-06,-0.998795
21,42,-2.36637e-08,2.84467e-06,-0.998322
21,43,8.62827e-07,1.99821e-06,-0.997751
21,44,1.27469e-06,1.36864e-06,-0.997096
21,45,1.24869e-06,9.37411e-07,-0.996387
21,46,1.14652e-06,6.79816e-07,-0.99567
21,47,1.20793e-06,4.91909e-07,-0.995007
21,48,1.28993e-06,3.10192e-07,-0.994467
21,49,1.28486e-06,1.43806e-07,-0.994113
21,50,1.26353e-06,5.79876e-15,-0.993989
21,51,1.28486e-06,-1.43806e-07,-0.994113
21,52,1.28993e-06,-3.10192e-07,-0.994467
21,53,1.20793e-06,-4.91909e-07,-0.995007
21,54,1.14652e-06,-6.79816e-07,-0.99567
21,55,1.24869e-06,-9.37411e-07,-0.996387
21,56,1.27469e-06,-1.36864e-06,-0.997096
21,57,8.62827e-07,-1.99821e-06,-0.997751
21,58,-2.36637e-08,-2.84467e-06,-0.998322
21,59,-1.51352e-06,-3.98218e-06,-0.998795
21,60,-3.63436e-06,-5.36889e-06,-0.999169
21,61,-5.96179e-06,-7.01872e-06,-0.999452
21,62,-8.618e-06,-9.31628e-06,-0.999656
21,63,-1.26524e-05,-1.23118e-05,-0.999794
21,64,-1.80607e-05,-1.45107e-05,-0.999883
21,65,-2.2489e-05,-1.37061e-05,-0.999937
21,66,-2.35276e-05,-9.56237e-06,-0.999967
21,67,-2.08774e-05,-4.03891e-06,-0.999984
21,68,-1.56699e-05,6.3397e-07,-0.999992
21,69,-9.20542e-06,3.29731e-06,-0.999996
21,70,-2.46259e-06,3.77702e-06,-0.999998
21,71,3.89616e-06,2.43727e-06,-0.999999
21,72,9.40457e-06,-1.45674e-07,-1
21,73,1.37539e-05,-3.3696e-06,-1
21,74,1.67883e-05,-6.70273e-06,-1
21,75,1.84967e-05,-9.73409e-06,-1
21,76,1.89867e-05,-1.21911e-05,-1
21,77,1.84488e-05,-1.39332e-05,-1
21,78,1.71177e-05,-1.49311e-05,-1
21,79,1.52387e-05,-1.52387e-05,-1
21,80,1.30408e-05,-1.49641e-05,-1
21,81,1.07191e-05,-1.4242e-05,-1
21,82,8.42531e-06,-1.32119e-05,-1
21,83,6.26554e-06,-1.2001e-05,-1
21,84,4.30413e-06,-1.0715e-05,-1
21,85,2.57108e-06,-9.43362e-06,-1
21,86,1.07106e-06,-8.21148e-06,-1
21,87,-2.07843e-07,-7.08142e-06,-1
21,88,-1.28667e-06,-6.05934e-06,-1
21,89,-2.1901e-06,-5.14907e-06,-1
21,90,-2.9428e-06,-4.34665e-06,-1
21,91,-3.56734e-06,-3.6436e-06,-1
21,92,-4.08328e-06,-3.02921e-06,-1
21,93,-4.50693e-06,-2.49199e-06,-1
21,94,-4.85155e-06,-2.0205e-06,-1
21,95,-5.12769e-06,-1.60379e-06,-1
21,96,-5.3436e-06,-1.23153e-06,-1
21,97,-5.50554e-06,-8.94001e-07,-1
21,98,-5.61811e-06,-5.82025e-07,-1
21,99,-5.68444e-06,-2.86849e-07,-1
22,0,-5.97079e-06,-6.63746e-15,-1
22,1,-5.9529e-06,2.43597e-07,-1
22,2,-5.89873e-06,4.94939e-07,-1
22,3,-5.80669e-06,7.6195e-07,-1
22,4,-5.67406e-06,1.05292e-06,-1
22,5,-5.49683e-06,1.37668e-06,-1
22,6,-5.26946e-06,1.74282e-06,-1
22,7,-4.98458e-06,2.16188e-06,-1
22,8,-4.63253e-06,2.64554e-06,-1
22,9,-4.20087e-06,3.20671e-06,-1
22,10,-3.67371e-06,3.85951e-06,-1
22,11,-3.03108e-06,4.61895e-06,-1
22,12,-2.2484e-06,5.50005e-06,-1
22,13,-1.29641e-06,6.51611e-06,-1
22,14,-1.42078e-07,7.67584e-06,-1
22,15,1.24899e-06,8.979e-06,-1
22,16,2.90789e-06,1.04105e-05,-1
22,17,4.85493e-06,1.19335e-05,-1
22,18,7.08934e-06,1.34823e-05,-1
22,19,9.57683e-06,1.49572e-05,-1
22,20,1.22367e-05,1.62238e-05,-1
22,21,1.49311e-05,1.71177e-05,-1
22,22,1.74593e-05,1.74593e-05,-1
22,23,1.956e-05,1.7076e-05,-1
22,24,2.09237e-05,1.58342e-05,-1
22,25,2.12161e-05,1.36775e-05,-1
22,26,2.01123e-05,1.06695e-05,-1
22,27,1.73426e-05,7.03734e-06,-1
22,28,1.2744e-05,3.21081e-06,-0.999999
22,29,6.31441e-06,-1.51264e-07,-0.999998
22,30,-1.7283e-06,-2.16345e-06,-0.999995
22,31,-1.08404e-05,-1.81034e-06,-0.999988
22,32,-1.98713e-05,1.70519e-06,-0.999973
22,33,-2.6682e-05,8.09792e-06,-0.999944
22,34,-2.83558e-05,1.48274e-05,-0.999888
22,35,-2.33217e-05,1.78654e-05,-0.999787
22,36,-1.4641e-05,1.57375e-05,-0.999614
22,37,-7.94328e-06,1.12932e-05,-0.999336
22,38,-4.93478e-06,7.71756e-06,-0.998912
22,39,-3.39288e-06,5.57014e-06,-0.998292
22,40,-1.81308e-06,4.12903e-06,-0.997417
22,41,-4.7389e-07,2.98703e-06,-0.996225
22,42,2.33032e-07,2.12596e-06,-0.994658
22,43,5.66873e-07,1.51482e-06,-0.992683
22,44,6.79355e-07,1.06476e-06,-0.990319
22,45,5.70302e-07,7.48087e-07,-0.987659
22,46,4.70034e-07,5.38981e-07,-0.984883
22,47,4.84899e-07,3.79384e-07,-0.982253
22,48,5.10028e-07,2.37162e-07,-0.980069
22,49,4.94555e-07,1.11587e-07,-0.978621
22,50,4.79825e-07,1.16283e-14,-0.978113
22,51,4.94555e-07,-1.11587e-07,-0.978621
22,52,5.10028e-07,-2.37162e-07,-0.980069
22,53,4.84899e-07,-3.79384e-07,-0.982253
22,54,4.70034e-07,-5.38981e-07,-0.984883
22,55,5.70302e-07,-7.48087e-07,-0.987659
22,56,6.79355e-07,-1.06476e-06,-0.990319
22,57,5.66873e-07,-1.51482e-06,-0.992683
22,58,2.33031e-07,-2.12596e-06,-0.994658
22,59,-4.7389e-07,-2.98703e-06,-0.996225
22,60,-1.81308e-06,-4.12903e-06,-0.997417
22,61,-3.39288e-06,-5.57014e-06,-0.998292
22,62,-4.93478e-06,-7.71756e-06,-0.998912
22,63,-7.94328e-06,-1.12932e-05,-0.999336
22,64,-1.4641e-05,-1.57375e-05,-0.999614
22,65,-2.33217e-05,-1.78654e-05,-0.999787
22,66,-2.83558e-05,-1.48274e-05,-0.999888
22,67,-2.6682e-05,-8.09792e-06,-0.999944
22,68,-1.98713e-05,-1.70519e-06,-0.999973
22,69,-1.08404e-05,1.81034e-06,-0.999988
22,70,-1.7283e-06,2.16345e-06,-0.999995
22,71,6.31441e-06,1.51264e-07,-0.999998
22,72,1.2744e-05,-3.21081e-06,-0.999999
22,73,1.73426e-05,-7.03734e-06,-1
22,74,2.01123e-05,-1.06695e-05,-1
22,75,2.12161e-05,-1.36775e-05,-1
22,76,2.09237e-05,-1.58342e-05,-1
22,77,1.956e-05,-1.7076e-05,-1
22,78,1.74593e-05,-1.74593e-05,-1
22,79,1.49311e-05,-1.71177e-05,-1
22,80,1.22367e-05,-1.62238e-05,-1
22,81,9.57683e-06,-1.49572e-05,-1
22,82,7.08934e-06,-1.34823e-05,-1
22,83,4.85493e-06,-1.19335e-05,-1
22,84,2.90789e-06,-1.04105e-05,-1
22,85,1.24899e-06,-8.979e-06,-1
22,86,-1.42078e-07,-7.67584e-06,-1
22,87,-1.29641e-06,-6.51611e-06,-1
22,88,-2.2484e-06,-5.50005e-06,-1
22,89,-3.03108e-06,-4.61895e-06,-1
22,90,-3.67371e-06,-3.85951e-06,-1
22,91,-4.20087e-06,-3.20671e-06,-1
22,92,-4.63253e-06,-2.64554e-06,-1
22,93,-4.98458e-06,-2.16188e-06,-1
22,94,-5.26946e-06,-1.74282e-06,-1
22,95,-5.49683e-06,-1.37668e-06,-1
22,96,-5.67406e-06,-1.05292e-06,-1
22,97,-5.80669e-06,-7.6195e-07,-1
22,98,-5.89873e-06,-4.94939e-07,-1
22,99,-5.9529e-06,-2.43597e-07,-1
23,0,-6.19114e-06,-6.4498e-15,-1
23,1,-6.17692e-06,1.98757e-07,-1
23,2,-6.13383e-06,4.0443e-07,-1
23,3,-6.0606e-06,6.24133e-07,-1
23,4,-5.95499e-06,8.65383e-07,-1
23,5,-5.81367e-06,1.13632e-06,-1
23,6,-5.63207e-06,1.44594e-06,-1
23,7,-5.40397e-06,1.80438e-06,-1
23,8,-5.12116e-06,2.22322e-06,-1
23,9,-4.77282e-06,2.71579e-06,-1
23,10,-4.34476e-06,3.29748e-06,-1
23,11,-3.8184e-06,3.98591e-06,-1
23,12,-3.16973e-06,4.80078e-06,-1
23,13,-2.36824e-06,5.76304e-06,-1
23,14,-1.37639e-06,6.89295e-06,-1
23,15,-1.5025e-07,8.20646e-06,-1
23,16,1.35769e-06,9.7094e-06,-1
23,17,3.19252e-06,1.13893e-05,-1
23,18,5.38664e-06,1.32055e-05,-1
23,19,7.9453e-06,1.50789e-05,-1
23,20,1.08287e-05,1.68842e-05,-1
23,21,1.39332e-05,1.84488e-05,-1
23,22,1.7076e-05,1.956e-05,-1
23,23,1.99858e-05,1.99858e-05,-1
23,24,2.23059e-05,1.95073e-05,-1
23,25,2.3608e-05,1.79636e-05,-1
23,26,2.34214e-05,1.53071e-05,-1
23,27,2.12722e-05,1.16691e-05,-0.999999
23,28,1.67353e-05,7.44037e-06,-0.999997
23,29,9.50018e-06,3.37445e-06,-0.999993
23,30,-5.11835e-07,6.94365e-07,-0.999983
23,31,-1.27659e-05,1.05159e-06,-0.999961
23,32,-2.51703e-05,5.78988e-06,-0.999914
23,33,-3.31041e-05,1.37404e-05,-0.999821
23,34,-3.10982e-05,1.97698e-05,-0.999647
23,35,-1.98795e-05,1.9357e-05,-0.999341
23,36,-8.54703e-06,1.4292e-05,-0.998831
23,37,-3.36171e-06,9.27966e-06,-0.99801
23,38,-2.23431e-06,6.18698e-06,-0.996726
23,39,-1.63575e-06,4.40499e-06,-0.994762
23,40,-7.73087e-07,3.18688e-06,-0.991831
23,41,-1.29799e-07,2.27086e-06,-0.987598
23,42,1.19702e-07,1.6087e-06,-0.981731
23,43,2.23074e-07,1.14094e-06,-0.97401
23,44,2.5372e-07,8.01574e-07,-0.964454
23,45,1.97575e-07,5.61603e-07,-0.953447
23,46,1.56631e-07,3.9541e-07,-0.94179
23,47,1.64329e-07,2.70226e-07,-0.930647
23,48,1.73316e-07,1.66888e-07,-0.921361
23,49,1.66516e-07,7.88565e-08,-0.915189
23,50,1.60778e-07,5.84611e-15,-0.913024
23,51,1.66516e-07,-7.88565e-08,-0.915189
23,52,1.73316e-07,-1.66888e-07,-0.921361
23,53,1.64329e-07,-2.70226e-07,-0.930647
23,54,1.56631e-07,-3.9541e-07,-0.94179
23,55,1.97575e-07,-5.61603e-07,-0.953447
23,56,2.5372e-07,-8.01574e-07,-0.964454
23,57,2.23074e-07,-1.14094e-06,-0.97401
23,58,1.19702e-07,-1.6087e-06,-0.981731
23,59,-1.29799e-07,-2.27086e-06,-0.987598
23,60,-7.73087e-07,-3.18688e-06,-0.991831
23,61,-1.63575e-06,-4.40499e-06,-0.994762
23,62,-2.23431e-06,-6.18698e-06,-0.996726
23,63,-3.36171e-06,-9.27966e-06,-0.99801
23,64,-8.54703e-06,-1.4292e-05,-0.998831
23,65,-1.98795e-05,-1.9357e-05,-0.999341
23,66,-3.10982e-05,-1.97698e-05,-0.999647
23,67,-3.31041e-05,-1.37404e-05,-0.999821
23,68,-2.51703e-05,-5.78988e-06,-0.999914
23,69,-1.27659e-05,-1.05159e-06,-0.999961
23,70,-5.11835e-07,-6.94364e-07,-0.999983
23,71,9.50018e-06,-3.37445e-06,-0.999993
23,72,1.67353e-05,-7.44037e-06,-0.999997
23,73,2.12722e-05,-1.16691e-05,-0.999999
23,74,2.34214e-05,-1.53071e-05,-1
23,75,2.3608e-05,-1.79636e-05,-1
23,76,2.23059e-05,-1.95073e-05,-1
23,77,1.99858e-05,-1.99858e-05,-1
23,78,1.7076e-05,-1.956e-05,-1
23,79,1.39332e-05,-1.84488e-05,-1
23,80,1.08287e-05,-1.68842e-05,-1
23,81,7.9453e-06,-1.50789e-05,-1
23,82,5.38664e-06,-1.32055e-05,-1
23,83,3.19252e-06,-1.13893e-05,-1
23,84,1.35769e-06,-9.7094e-06,-1
23,85,-1.5025e-07,-8.20646e-06,-1
23,86,-1.37639e-06,-6.89295e-06,-1
23,87,-2.36824e-06,-5.76304e-06,-1
23,88,-3.16973e-06,-4.80078e-06,-1
23,89,-3.8184e-06,-3.98591e-06,-1
23,90,-4.34476e-06,-3.29748e-06,-1
23,91,-4.77282e-06,-2.71579e-06,-1
23,92,-5.12116e-06,-2.22322e-06,-1
23,93,-5.40397e-06,-1.80438e-06,-1
23,94,-5.63207e-06,-1.44594e-06,-1
23,95,-5.81367e-06,-1.13632e-06,-1
23,96,-5.95499e-06,-8.65383e-07,-1
23,97,-6.0606e-06,-6.24133e-07,-1
23,98,-6.13383e-06,-4.0443e-07,-1
23,99,-6.17692e-06,-1.98757e-07,-1
24,0,-6.36639e-06,-6.4359e-15,-1
24,1,-6.35537e-06,1.53414e-07,-1
24,2,-6.32199e-06,3.1272e-07,-1
24,3,-6.26526e-06,4.84013e-07,-1
24,4,-6.18347e-06,6.738e-07,-1
24,5,-6.07407e-06,8.89229e-07,-1
24,6,-5.93347e-06,1.13834e-06,-1
24,7,-5.75684e-06,1.43037e-06,-1
24,8,-5.53764e-06,1.77609e-06,-1
24,9,-5.26719e-06,2.18828e-06,-1
24,10,-4.93382e-06,2.68221e-06,-1
24,11,-4.52183e-06,3.27626e-06,-1
24,12,-4.01006e-06,3.99237e-06,-1
24,13,-3.37012e-06,4.85631e-06,-1
24,14,-2.56457e-06,5.89702e-06,-1
24,15,-1.54555e-06,7.14456e-06,-1
24,16,-2.54904e-07,8.62559e-06,-1
24,17,1.3727e-06,1.03556e-05,-1
24,18,3.40188e-06,1.23277e-05,-1
24,19,5.88236e-06,1.44978e-05,-1
24,20,8.82809e-06,1.67702e-05,-1
24,21,1.21911e-05,1.89867e-05,-1
24,22,1.58342e-05,2.09237e-05,-1
24,23,1.95073e-05,2.23059e-05,-1
24,24,2.28348e-05,2.28348e-05,-1
24,25,2.53151e-05,2.22372e-05,-0.999999
24,26,2.63344e-05,2.03286e-05,-0.999999
24,27,2.51872e-05,1.70971e-05,-0.999996
24,28,2.10976e-05,1.28307e-05,-0.999991
24,29,1.32438e-05,8.33277e-06,-0.999978
24,30,9.76883e-07,5.23969e-06,-0.999947
24,31,-1.51114e-05,6.01993e-06,-0.999879
24,32,-3.07727e-05,1.20001e-05,-0.999739
24,33,-3.69857e-05,1.94842e-05,-0.999467
24,34,-2.81537e-05,2.1706e-05,-0.998972
